taille;desordre;typeDesordre;algo;acces;comparaisons;echanges;temps
100000;0;3;MergeSort;3337856;853904;0;3644315
100000;0;3;MergeSort;3337856;853904;0;3921955
100000;0;3;MergeSort;3337856;853904;0;4155866
100000;0;3;MergeSort;3337856;853904;0;3678405
100000;0;3;MergeSort;3337856;853904;0;4161776
100000;0;3;MergeSort;3337856;853904;0;3770215
100000;0;3;MergeSort;3337856;853904;0;4909436
100000;0;3;MergeSort;3337856;853904;0;3397015
100000;0;3;MergeSort;3337856;853904;0;3145144
100000;0;3;MergeSort;3337856;853904;0;3418684
100000;0;3;MergeSort;3337856;853904;0;3423814
100000;0;3;MergeSort;3337856;853904;0;3108114
100000;0;3;MergeSort;3337856;853904;0;3791164
100000;0;3;MergeSort;3337856;853904;0;3162915
100000;0;3;MergeSort;3337856;853904;0;3526334
100000;0;3;MergeSort;3337856;853904;0;3122914
100000;0;3;MergeSort;3337856;853904;0;3481775
100000;0;3;MergeSort;3337856;853904;0;3836545
100000;0;3;MergeSort;3337856;853904;0;3678174
100000;0;3;MergeSort;3337856;853904;0;3432335
100000;0;3;MergeSort;3337856;853904;0;2936184
100000;0;3;MergeSort;3337856;853904;0;3638025
100000;0;3;MergeSort;3337856;853904;0;3105874
100000;0;3;MergeSort;3337856;853904;0;3148134
100000;0;3;MergeSort;3337856;853904;0;3309864
100000;0;3;MergeSort;3337856;853904;0;3132304
100000;0;3;MergeSort;3337856;853904;0;3122994
100000;0;3;MergeSort;3337856;853904;0;3658185
100000;0;3;MergeSort;3337856;853904;0;3395085
100000;0;3;MergeSort;3337856;853904;0;3835995
100000;0;3;MergeSort;3337856;853904;0;2931874
100000;0;3;MergeSort;3337856;853904;0;3394314
100000;0;3;MergeSort;3337856;853904;0;3715124
100000;0;3;MergeSort;3337856;853904;0;3534444
100000;0;3;MergeSort;3337856;853904;0;2966174
100000;0;3;MergeSort;3337856;853904;0;3120584
100000;0;3;MergeSort;3337856;853904;0;3052164
100000;0;3;MergeSort;3337856;853904;0;3306205
100000;0;3;MergeSort;3337856;853904;0;2945994
